request_id,user_id,category,direction,event_type,flexibility,n_observations,n_recent,amounts_str,strat_median,strat_most_recent,strat_mean,strat_ewma,strat_trimmed,current_forecast
request_15,user_15,delivery_membership,debit,subscription,fixed,5,5,27.0|27.0|27.0|27.0|27.0,27.0,27.0,27.0,27.0,27.0,27.0
request_15,user_15,salary,credit,income,fixed,2,2,1661.0|1661.0,1661.0,1661.0,1661.0,1661.0,1661.0,1661.0
request_15,user_15,groceries,debit,expense,fixed,25,25,51.57|63.15|64.39|55.63|68.03|46.76|71.92|49.38|73.5|71.16|72.3|59.88|48.88|69.83|62.21|68.35|56.7|52.65|53.42|47.26|64.51|64.22|52.69|49.9|64.42,62.21,64.42,60.11,57.96,60.11,62.21
request_15,user_15,transport,debit,expense,fixed,25,25,29.41|39.06|42.66|29.38|26.48|26.5|25.11|37.01|29.73|35.61|31.28|29.3|26.0|25.57|25.35|34.86|31.09|32.48|36.7|38.53|25.63|41.35|36.86|27.67|30.31,30.31,30.31,31.76,32.2,31.57,30.31
request_15,user_15,dining,debit,expense,reducible,13,13,33.39|41.42|45.13|44.75|53.58|36.23|32.17|34.51|38.56|51.08|32.62|38.07|49.35,38.56,49.35,40.84,41.96,40.46,38.56
request_16,user_16,salary,credit,income,fixed,5,5,173000.0|173000.0|173000.0|173000.0|173000.0,173000.0,173000.0,173000.0,173000.0,173000.0,173000.0
request_16,user_16,rent,debit,expense,fixed,6,6,57100.0|57100.0|57100.0|57100.0|57100.0|57100.0,57100.0,57100.0,57100.0,57100.0,57100.0,57100.0
request_16,user_16,utilities,debit,expense,fixed,6,6,11173.73|9756.03|10586.37|9402.67|10012.92|11512.87,10299.65,11512.87,10407.43,10608.8,10382.26,10299.65
request_16,user_16,debt_repayment,debit,debt_payment,fixed,6,6,17750.0|17750.0|17750.0|17750.0|17750.0|17750.0,17750.0,17750.0,17750.0,17750.0,17750.0,17750.0
request_16,user_16,streaming,debit,subscription,fixed,6,6,3510.0|3510.0|3510.0|3510.0|3510.0|3510.0,3510.0,3510.0,3510.0,3510.0,3510.0,3510.0
request_16,user_16,cloud_storage,debit,subscription,fixed,6,6,1055.0|1055.0|1055.0|1055.0|1055.0|1055.0,1055.0,1055.0,1055.0,1055.0,1055.0,1055.0
request_16,user_16,shopping,debit,expense,fixed,6,6,9307.32|8486.21|8885.0|8414.47|9807.5|10178.56,9096.16,10178.56,9179.84,9439.88,9121.51,9096.16
request_16,user_16,groceries,debit,expense,fixed,26,26,6134.32|8882.85|9038.15|8137.99|8300.57|6614.49|5583.98|9111.36|7101.43|5463.03|5434.36|8465.36|5364.38|8225.29|8445.69|5495.8|6971.09|5508.24|6302.62|6091.85|5623.39|6716.29|7181.79|8883.15|6568.76|7930.19,6843.69,7930.19,7060.63,7315.17,7045.86,6843.69
request_16,user_16,transport,debit,expense,fixed,26,26,4382.18|3464.26|4483.65|4106.4|5267.76|3653.49|3170.83|5236.08|4284.41|4859.49|5284.1|5016.88|3143.71|4523.27|3624.64|5067.66|3885.07|4175.44|3688.64|4368.27|5087.33|4643.67|3888.24|5251.4|5368.95|4978.93,4432.91,4978.93,4419.41,4873.73,4433.0,4432.91
request_16,user_16,dining,debit,expense,fixed,13,13,5271.93|4791.94|5478.94|6000.5|5587.07|5461.61|3794.56|5905.06|5981.93|5210.3|3835.73|6354.26|5256.32,5461.61,5256.32,5302.32,5325.86,5343.76,5461.61
request_17,user_17,salary,credit,income,fixed,6,6,206000.0|206000.0|206000.0|206000.0|206000.0|206000.0,206000.0,206000.0,206000.0,206000.0,206000.0,206000.0
request_17,user_17,rent,debit,expense,fixed,5,5,49600.0|49600.0|49600.0|49600.0|49600.0,49600.0,49600.0,49600.0,49600.0,49600.0,49600.0
request_17,user_17,utilities,debit,expense,fixed,5,5,9481.13|9530.77|10246.53|9948.15|8487.15,9530.77,8487.15,9538.75,9398.63,9653.35,9530.77
request_17,user_17,education,debit,expense,fixed,5,5,13660.0|13660.0|13660.0|13660.0|13660.0,13660.0,13660.0,13660.0,13660.0,13660.0,13660.0
request_17,user_17,debt_repayment,debit,debt_payment,fixed,5,5,30200.0|30200.0|30200.0|30200.0|30200.0,30200.0,30200.0,30200.0,30200.0,30200.0,30200.0
request_17,user_17,music_subscription,debit,subscription,stoppable,5,5,2055.0|2055.0|2055.0|2055.0|2055.0,2055.0,2055.0,2055.0,2055.0,2055.0,2055.0
request_17,user_17,delivery_membership,debit,subscription,stoppable,5,5,1675.0|1675.0|1675.0|1675.0|1675.0,1675.0,1675.0,1675.0,1675.0,1675.0,1675.0
request_17,user_17,groceries,debit,expense,fixed,26,26,9392.54|7679.25|10039.54|9785.51|7187.32|8574.98|11380.46|6706.54|7585.37|7446.25|10300.07|8500.09|7237.45|8836.99|10690.0|10432.03|11392.07|8124.44|11433.33|7093.83|8638.54|8581.99|11342.57|10873.47|8543.01|8716.51,8677.53,8716.51,9096.7,9307.86,9098.93,8677.53
request_17,user_17,transport,debit,expense,fixed,26,26,3913.59|6046.8|3972.38|5639.47|4445.42|6225.69|5386.34|5421.55|5936.87|6420.35|4008.13|5126.25|5036.82|6170.7|5790.36|4328.91|5080.56|4844.94|5940.36|6406.38|5758.89|4661.7|5650.43|3902.91|5741.08|5372.15,5403.94,5372.15,5278.04,5263.32,5287.74,5403.94
request_17,user_17,dining,debit,expense,reducible,13,13,5641.06|4425.44|4695.55|5554.91|6027.54|5593.53|6839.37|6048.91|6795.26|6797.26|5254.41|6688.81|4747.76,5641.06,4747.76,5777.68,5790.47,5804.09,5641.06
request_18,user_18,salary,credit,income,fixed,5,5,2310.0|2310.0|2310.0|2310.0|2310.0,2310.0,2310.0,2310.0,2310.0,2310.0,2310.0
request_18,user_18,housing,debit,expense,fixed,6,6,167.0|167.0|167.0|167.0|167.0|167.0,167.0,167.0,167.0,167.0,167.0,167.0
request_18,user_18,utilities,debit,expense,fixed,5,5,100.59|101.24|125.4|121.67|107.43,107.43,107.43,111.27,110.78,110.11,107.43
request_18,user_18,insurance,debit,expense,fixed,5,5,68.0|68.0|68.0|68.0|68.0,68.0,68.0,68.0,68.0,68.0,68.0
request_18,user_18,healthcare,debit,expense,fixed,5,5,164.1|150.18|152.41|162.41|147.96,152.41,147.96,155.41,155.75,155.0,152.41
request_18,user_18,streaming,debit,subscription,reducible_or_stoppable,5,5,68.0|68.0|68.0|68.0|68.0,68.0,68.0,68.0,68.0,68.0,68.0
request_18,user_18,groceries,debit,expense,fixed,18,18,64.84|101.66|96.63|101.08|87.39|106.43|66.3|108.09|110.8|82.18|94.02|115.0|83.94|87.91|71.92|101.9|90.08|111.41,95.32,111.41,93.42,97.03,93.86,95.32
request_18,user_18,transport,debit,expense,fixed,13,13,36.86|35.48|54.53|53.15|38.59|52.9|36.49|47.5|50.57|34.87|36.29|49.04|43.81,43.81,43.81,43.85,43.49,43.7,43.81
request_18,user_18,dining,debit,expense,reducible,13,13,66.7|69.84|92.92|98.51|108.96|75.46|66.71|103.86|81.05|101.82|62.87|82.67|101.88,82.67,101.88,85.63,88.14,85.58,82.67
request_19,user_19,salary,credit,income,fixed,5,5,131000.0|131000.0|131000.0|131000.0|131000.0,131000.0,131000.0,131000.0,131000.0,131000.0,131000.0
request_19,user_19,rent,debit,expense,fixed,5,5,36100.0|36100.0|36100.0|36100.0|36100.0,36100.0,36100.0,36100.0,36100.0,36100.0,36100.0
request_19,user_19,utilities,debit,expense,fixed,5,5,6141.28|5525.82|6029.9|5951.99|6129.19,6029.9,6129.19,5955.64,6018.2,6037.03,6029.9
request_19,user_19,debt_repayment,debit,debt_payment,fixed,5,5,11850.0|11850.0|11850.0|11850.0|11850.0,11850.0,11850.0,11850.0,11850.0,11850.0,11850.0
request_19,user_19,healthcare,debit,expense,fixed,5,5,8946.09|9619.88|8335.2|8496.34|8645.36,8645.36,8645.36,8808.57,8740.96,8695.93,8645.36
request_19,user_19,family_support,debit,expense,fixed,5,5,12650.0|12650.0|12650.0|12650.0|12650.0,12650.0,12650.0,12650.0,12650.0,12650.0,12650.0
request_19,user_19,cloud_storage,debit,subscription,stoppable,5,5,395.0|395.0|395.0|395.0|395.0,395.0,395.0,395.0,395.0,395.0,395.0
request_19,user_19,shopping,debit,expense,reducible,5,5,6302.66|5593.2|6069.58|5772.78|5431.12,5772.78,5431.12,5833.87,5822.66,5811.85,5772.78
request_19,user_19,groceries,debit,expense,fixed,25,25,4418.91|4871.72|6070.85|5452.26|5912.83|3877.79|4056.71|4744.13|3593.25|3852.58|5406.2|5542.84|4738.95|3575.19|5146.94|5908.15|4444.74|4667.68|4493.39|5184.21|3460.53|6005.09|4963.39|4864.04|4068.18,4744.13,4068.18,4772.82,4654.0,4773.44,4744.13
request_19,user_19,transport,debit,expense,fixed,13,13,3054.24|3298.25|3476.92|3849.5|2640.96|3432.81|2610.24|2788.22|3242.46|3659.94|2759.93|2462.29|2765.93,3054.24,2765.93,3080.13,2863.84,3066.35,3054.24
request_20,user_20,salary,credit,income,fixed,5,5,108000.0|108000.0|108000.0|108000.0|108000.0,108000.0,108000.0,108000.0,108000.0,108000.0,108000.0
request_20,user_20,housing,debit,expense,fixed,6,6,7950.0|7950.0|7950.0|7950.0|7950.0|7950.0,7950.0,7950.0,7950.0,7950.0,7950.0,7950.0
request_20,user_20,utilities,debit,expense,fixed,6,6,7784.29|7977.68|8058.75|6848.62|7551.74|7769.87,7777.08,7769.87,7665.16,7635.76,7770.9,7777.08
request_20,user_20,insurance,debit,expense,fixed,6,6,3290.0|3290.0|3290.0|3290.0|3290.0|3290.0,3290.0,3290.0,3290.0,3290.0,3290.0,3290.0
request_20,user_20,education,debit,expense,fixed,5,5,8740.0|8740.0|8740.0|8740.0|8740.0,8740.0,8740.0,8740.0,8740.0,8740.0,8740.0
request_20,user_20,healthcare,debit,expense,fixed,5,5,5968.18|6648.5|5907.73|6505.49|6654.33,6505.49,6654.33,6336.85,6347.98,6374.06,6505.49
request_20,user_20,entertainment,debit,expense,reducible,5,5,2298.76|2279.67|2115.92|1949.86|2097.15,2115.92,2097.15,2148.27,2136.17,2164.25,2115.92
request_20,user_20,cloud_storage,debit,subscription,stoppable,5,5,365.0|365.0|365.0|365.0|365.0,365.0,365.0,365.0,365.0,365.0,365.0
request_20,user_20,groceries,debit,expense,fixed,18,18,3866.5|3724.49|3127.16|4104.17|2968.61|4660.33|4109.13|2812.26|3525.04|3386.09|3796.24|3016.03|4683.37|3067.82|3588.1|3752.77|3702.16|4719.22,3713.32,4719.22,3700.53,3974.38,3692.38,3713.32
request_20,user_20,transport,debit,expense,fixed,13,13,2046.25|2060.7|2195.41|2632.0|3063.34|2359.03|2628.75|2836.95|2570.15|3145.95|2838.14|3150.25|3243.84,2632.0,3243.84,2674.67,2998.86,2680.06,2632.0
request_20,user_20,dining,debit,expense,reducible,9,9,3150.77|3075.11|3365.58|4270.04|2857.78|4308.23|2629.91|3352.75|3803.95,3352.75,3803.95,3423.79,3472.72,3410.85,3352.75
request_21,user_21,salary,credit,income,fixed,6,6,2256.0|2256.0|2256.0|2256.0|2256.0|2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0
request_21,user_21,rent,debit,expense,fixed,6,6,718.8|718.8|718.8|718.8|718.8|718.8,718.8,718.8,718.8,718.8,718.8,718.8
request_21,user_21,utilities,debit,expense,fixed,5,5,115.31|123.72|120.59|122.18|124.08,122.18,124.08,121.18,121.03,122.16,122.18
request_21,user_21,cloud_storage,debit,subscription,stoppable,5,5,11.0|11.0|11.0|11.0|11.0,11.0,11.0,11.0,11.0,11.0,11.0
request_21,user_21,streaming,debit,subscription,reducible_or_stoppable,5,5,47.0|47.0|47.0|47.0|47.0,47.0,47.0,47.0,47.0,47.0,47.0
request_21,user_21,shopping,debit,expense,reducible,5,5,133.38|115.86|120.74|115.71|126.38,120.74,126.38,122.41,123.91,120.99,120.74
request_21,user_21,groceries,debit,expense,fixed,18,18,65.93|104.23|92.12|68.82|95.62|104.19|72.06|101.34|84.7|77.2|79.0|66.13|85.9|90.57|71.22|70.98|77.75|97.55,81.85,97.55,83.63,83.38,83.45,81.85
request_21,user_21,transport,debit,expense,fixed,9,9,38.96|37.19|34.52|50.0|40.66|33.38|51.42|47.84|36.86,38.96,36.86,41.2,41.93,40.86,38.96
request_21,user_21,dining,debit,expense,reducible,9,9,82.43|68.28|85.96|60.18|88.07|100.63|97.67|98.39|69.31,85.96,69.31,83.44,85.02,84.3,85.96
request_22,user_22,salary,credit,income,fixed,5,5,616.0|616.0|616.0|616.0|616.0,616.0,616.0,616.0,616.0,616.0,616.0
request_22,user_22,rent,debit,expense,fixed,6,6,178.2|178.2|178.2|178.2|178.2|178.2,178.2,178.2,178.2,178.2,178.2,178.2
request_22,user_22,utilities,debit,expense,fixed,5,5,32.53|33.73|31.52|27.68|27.34,31.52,27.34,30.56,29.93,30.58,31.52
request_22,user_22,music_subscription,debit,subscription,stoppable,5,5,6.0|6.0|6.0|6.0|6.0,6.0,6.0,6.0,6.0,6.0,6.0
request_22,user_22,delivery_membership,debit,subscription,fixed,5,5,5.0|5.0|5.0|5.0|5.0,5.0,5.0,5.0,5.0,5.0,5.0
request_22,user_22,gym,debit,subscription,stoppable,5,5,17.0|17.0|17.0|17.0|17.0,17.0,17.0,17.0,17.0,17.0,17.0
request_22,user_22,entertainment,debit,expense,fixed,5,5,19.64|18.94|23.29|22.03|20.43,20.43,20.43,20.87,20.84,20.7,20.43
request_22,user_22,groceries,debit,expense,fixed,26,26,23.95|29.03|22.38|20.6|26.47|28.31|22.88|25.75|20.5|22.19|21.76|23.84|23.02|28.46|22.14|19.54|29.25|27.59|23.94|21.58|29.81|27.33|18.71|18.6|18.35|26.82,23.43,26.82,23.95,22.85,23.94,23.43
request_22,user_22,transport,debit,expense,fixed,25,25,16.09|11.63|16.34|10.38|12.33|12.7|12.95|12.59|9.7|10.41|10.72|11.85|12.65|15.34|10.09|15.68|13.05|9.9|15.93|15.08|15.65|14.93|11.44|15.87|15.02,12.7,15.02,13.13,14.51,13.14,12.7
request_22,user_22,dining,debit,expense,fixed,13,13,12.25|18.82|13.59|14.46|20.85|15.63|17.66|16.03|14.22|18.53|12.65|15.84|18.41,15.84,18.41,16.07,16.39,15.99,15.84
request_23,user_23,salary,credit,income,fixed,5,5,45760.0|45760.0|45760.0|45760.0|45760.0,45760.0,45760.0,45760.0,45760.0,45760.0,45760.0
request_23,user_23,rent,debit,expense,fixed,6,6,15312.0|15312.0|15312.0|15312.0|15312.0|15312.0,15312.0,15312.0,15312.0,15312.0,15312.0,15312.0
request_23,user_23,utilities,debit,expense,fixed,5,5,2877.85|2484.32|2915.67|2813.94|2680.15,2813.94,2680.15,2754.39,2770.18,2790.65,2813.94
request_23,user_23,debt_repayment,debit,debt_payment,fixed,5,5,5852.0|5852.0|5852.0|5852.0|5852.0,5852.0,5852.0,5852.0,5852.0,5852.0,5852.0
request_23,user_23,healthcare,debit,expense,fixed,5,5,1341.05|1331.22|1439.91|1317.68|1377.89,1341.05,1377.89,1361.55,1360.72,1350.05,1341.05
request_23,user_23,family_support,debit,expense,fixed,5,5,4270.2|4270.2|4270.2|4270.2|4270.2,4270.2,4270.2,4270.2,4270.2,4270.2,4270.2
request_23,user_23,cloud_storage,debit,subscription,stoppable,5,5,295.9|295.9|295.9|295.9|295.9,295.9,295.9,295.9,295.9,295.9,295.9
request_23,user_23,shopping,debit,expense,reducible,5,5,1279.39|1396.33|1389.39|1232.23|1281.33,1281.33,1281.33,1315.73,1298.27,1316.7,1281.33
request_23,user_23,groceries,debit,expense,fixed,25,25,1401.85|1332.28|1586.85|1372.64|1821.15|2207.92|1981.14|2178.52|1927.69|2125.65|1544.99|1914.51|1421.88|1556.59|2186.26|2146.88|1717.87|2074.73|1372.44|1706.85|1487.69|1794.76|1678.37|1514.83|1257.56,1706.85,1257.56,1732.48,1527.2,1732.45,1706.85
request_23,user_23,transport,debit,expense,fixed,13,13,682.68|1121.5|747.69|777.57|896.02|904.55|968.71|1046.56|738.21|956.01|1092.98|834.0|783.18,896.02,783.18,888.44,878.96,885.95,896.02
request_24,user_24,salary,credit,income,fixed,5,5,61000.0|61000.0|61000.0|61000.0|61000.0,61000.0,61000.0,61000.0,61000.0,61000.0,61000.0
request_24,user_24,rent,debit,expense,fixed,6,6,18600.0|18600.0|18600.0|18600.0|18600.0|18600.0,18600.0,18600.0,18600.0,18600.0,18600.0,18600.0
request_24,user_24,utilities,debit,expense,fixed,5,5,3049.81|3226.12|3417.7|3335.41|3490.5,3335.41,3490.5,3303.91,3314.22,3326.41,3335.41
request_24,user_24,insurance,debit,expense,fixed,6,6,2510.0|2510.0|2510.0|2510.0|2510.0|1830.0,2510.0,1830.0,2396.67,2306.0,2510.0,2510.0
request_24,user_24,cloud_storage,debit,subscription,stoppable,5,5,355.0|355.0|355.0|355.0|355.0,355.0,355.0,355.0,355.0,355.0,355.0
request_24,user_24,streaming,debit,subscription,reducible_or_stoppable,5,5,1200.0|1200.0|1200.0|1200.0|1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
request_24,user_24,shopping,debit,expense,fixed,5,5,2409.82|2514.9|2680.78|2398.76|2564.0,2514.9,2564.0,2513.65,2504.4,2496.24,2514.9
request_24,user_24,entertainment,debit,expense,fixed,5,5,1870.6|2124.72|1916.16|1845.75|1896.25,1896.25,1896.25,1930.7,1905.92,1894.34,1896.25
request_24,user_24,groceries,debit,expense,fixed,18,18,2886.9|2024.93|2236.73|2439.18|2564.99|2201.87|2601.43|2958.79|2042.7|2145.69|1843.76|2358.78|2295.12|1824.41|2113.95|2260.73|2106.55|2321.31,2248.73,2321.31,2290.43,2200.39,2277.79,2248.73
request_24,user_24,transport,debit,expense,fixed,36,36,1663.51|1021.64|1760.99|1208.87|1232.11|1319.2|1536.25|1122.2|1576.88|1091.32|1119.08|1370.25|1401.3|1393.89|1153.55|1586.75|1218.23|1750.91|1585.39|1069.31|1314.27|1731.13|1110.11|1256.01|1514.06|1600.18|1534.77|1050.4|1187.92|1270.09|1485.42|1341.45|1059.47|1438.0|1255.38|1593.41,1330.33,1593.41,1358.99,1385.42,1357.09,1330.33
request_24,user_24,dining,debit,expense,reducible,26,26,1757.23|1886.97|2149.97|2239.04|1328.72|1291.44|2105.67|2046.83|2288.09|1893.38|1783.1|2137.71|1985.64|1496.44|1662.99|1942.46|1818.76|1423.26|2198.0|1345.87|1415.29|1842.2|1911.68|2184.47|2151.71|1918.02,1902.53,1918.02,1854.04,1949.31,1859.39,1902.53
request_25,user_25,salary,credit,income,fixed,6,6,28499994.0|28499994.0|28499994.0|28499994.0|28499994.0|28499994.0,28499994.0,28499994.000,28499994.0,28499994.0,28499994.0,28499994.0
request_25,user_25,rent,debit,expense,fixed,6,6,6954000.0|6954000.0|6954000.0|6954000.0|6954000.0|6954000.0,6954000.0,6954000.0,6954000.0,6954000.0,6954000.0,6954000.0
request_25,user_25,utilities,debit,expense,fixed,5,5,1338903.44|1401205.21|1334719.89|1341541.39|1201903.67,1338903.44,1201903.67,1323654.72,1304153.35,1338388.24,1338903.44
request_25,user_25,insurance,debit,expense,fixed,5,5,904400.0|904400.0|904400.0|904400.0|904400.0,904400.0,904400.0,904400.0,904400.0,904400.0,904400.0
request_25,user_25,cloud_storage,debit,subscription,fixed,5,5,126350.0|126350.0|126350.0|126350.0|126350.0,126350.0,126350.0,126350.0,126350.0,126350.0,126350.0
request_25,user_25,streaming,debit,subscription,fixed,5,5,573800.0|573800.0|573800.0|573800.0|573800.0,573800.0,573800.0,573800.0,573800.0,573800.0,573800.0
request_25,user_25,shopping,debit,expense,fixed,5,5,966785.96|1054608.5|1000693.22|1102784.74|1170271.29,1054608.5,1170271.29,1059028.74,1070412.61,1052695.49,1054608.5
request_25,user_25,entertainment,debit,expense,fixed,5,5,451681.59|415734.51|499510.22|504697.37|426338.4,451681.59,426338.4,459592.42,458543.8,459176.74,451681.59
request_25,user_25,groceries,debit,expense,fixed,18,18,1348940.42|1510693.45|1490390.69|1211444.04|1048982.51|1066197.78|893559.78|1252001.65|1101344.82|876032.86|917586.64|1454933.56|983053.43|1388569.11|1335295.2|1369082.68|864688.59|1472349.1,1231722.84,1472349.1,1199174.79,1246655.04,1200610.27,1231722.84
request_25,user_25,transport,debit,expense,fixed,36,36,725793.85|447746.71|579668.34|636547.25|724399.08|591314.74|458415.57|445484.16|617815.52|567772.41|507090.88|454432.04|617984.73|557483.97|627417.61|547424.01|522613.77|695049.46|721981.78|732740.37|593848.06|639058.0|721837.88|637250.91|562442.16|542331.16|463292.75|745983.26|549524.6|664768.21|448075.32|560613.2|458596.67|663001.49|729004.44|571596.93,585491.54,571596.93,592511.15,604770.87,592321.58,585491.54
request_25,user_25,dining,debit,expense,fixed,25,25,979886.38|1028620.35|1117067.23|756322.76|1249486.33|1232054.29|1115260.36|1261355.55|921922.8|1142868.87|897310.27|740801.32|1022655.76|1128974.93|956749.83|1095978.2|868921.02|925855.11|1204804.45|1057617.64|1251981.8|949118.03|1051249.87|777034.83|1133036.68,1051249.87,1133036.68,1034677.39,1020738.45,1037599.03,1051249.87
