event_id,user_id,event_type,description,category,direction,amount,currency,event_date,settlement_date,status,linked_event_id,flexibility,minimum_allowed_amount
event_7491,user_80,expense,Household groceries,groceries,debit,5507.76,INR,2025-01-06,2025-01-06,settled,,fixed,
event_7492,user_80,expense,Neighbourhood grocer,groceries,debit,7164.01,INR,2025-01-13,2025-01-13,settled,,fixed,
event_7493,user_80,expense,Household groceries,groceries,debit,5158.53,INR,2025-01-20,2025-01-20,settled,,fixed,
event_7494,user_80,expense,Neighbourhood grocer,groceries,debit,5264.08,INR,2025-01-27,2025-01-27,settled,,fixed,
event_7495,user_80,expense,Supermarket basket,groceries,debit,5617.98,INR,2025-02-03,2025-02-03,settled,,fixed,
event_7496,user_80,expense,Commuter pass,transport,debit,3156.38,INR,2024-08-13,2024-08-13,settled,,fixed,
event_7497,user_80,expense,Fuel refill,transport,debit,3463.71,INR,2024-08-20,2024-08-20,settled,,fixed,
event_7498,user_80,expense,Local taxi,transport,debit,3716.45,INR,2024-08-27,2024-08-27,settled,,fixed,
event_7499,user_80,expense,Rail pass,transport,debit,4121.36,INR,2024-09-03,2024-09-03,settled,,fixed,
event_7500,user_80,expense,Parking and tolls,transport,debit,3166.82,INR,2024-09-10,2024-09-10,settled,,fixed,
event_7501,user_80,expense,Metro and bus fares,transport,debit,3500.85,INR,2024-09-17,2024-09-17,settled,,fixed,
event_7502,user_80,expense,Ride-hailing trip,transport,debit,5302.5,INR,2024-09-24,2024-09-24,settled,,fixed,
event_7503,user_80,expense,Fuel refill,transport,debit,4174.96,INR,2024-10-01,2024-10-01,settled,,fixed,
event_7504,user_80,expense,Metro and bus fares,transport,debit,4969.7,INR,2024-10-08,2024-10-08,settled,,fixed,
event_7505,user_80,expense,Fuel refill,transport,debit,4648.2,INR,2024-10-15,2024-10-15,settled,,fixed,
event_7506,user_80,expense,Ride-hailing trip,transport,debit,4469.23,INR,2024-10-22,2024-10-22,settled,,fixed,
event_7507,user_80,expense,Parking and tolls,transport,debit,3223.86,INR,2024-10-29,2024-10-29,settled,,fixed,
event_7508,user_80,expense,Vehicle charging,transport,debit,4483.73,INR,2024-11-05,2024-11-05,settled,,fixed,
event_7509,user_80,expense,Commuter pass,transport,debit,3891.11,INR,2024-11-12,2024-11-12,settled,,fixed,
event_7510,user_80,expense,Fuel refill,transport,debit,4851.43,INR,2024-11-19,2024-11-19,settled,,fixed,
event_7511,user_80,expense,Commuter pass,transport,debit,4599.94,INR,2024-11-26,2024-11-26,settled,,fixed,
event_7512,user_80,expense,Rail pass,transport,debit,5464.28,INR,2024-12-03,2024-12-03,settled,,fixed,
event_7513,user_80,expense,Vehicle charging,transport,debit,4147.72,INR,2024-12-10,2024-12-10,settled,,fixed,
event_7514,user_80,expense,Metro and bus fares,transport,debit,5376,INR,2024-12-17,2024-12-17,settled,,fixed,
event_7515,user_80,expense,Metro and bus fares,transport,debit,4441.52,INR,2024-12-24,2024-12-24,settled,,fixed,
event_7516,user_80,expense,Ride-hailing trip,transport,debit,3611,INR,2024-12-31,2024-12-31,settled,,fixed,
event_7517,user_80,expense,Ride-hailing trip,transport,debit,4720.43,INR,2025-01-07,2025-01-07,settled,,fixed,
event_7518,user_80,expense,Parking and tolls,transport,debit,3363.5,INR,2025-01-14,2025-01-14,settled,,fixed,
event_7519,user_80,expense,Ride-hailing trip,transport,debit,4141.71,INR,2025-01-21,2025-01-21,settled,,fixed,
event_7520,user_80,expense,Local taxi,transport,debit,5059.67,INR,2025-01-28,2025-01-28,settled,,fixed,
event_7521,user_80,expense,Commuter pass,transport,debit,3308.8,INR,2025-02-04,2025-02-04,settled,,fixed,
event_7522,user_80,expense,Neighbourhood restaurant,dining,debit,3935.16,INR,2024-08-14,2024-08-14,settled,,reducible,2650
event_7523,user_80,expense,Weekend food delivery,dining,debit,3863.42,INR,2024-08-28,2024-08-28,settled,,reducible,2650
event_7524,user_80,expense,Weekend food delivery,dining,debit,5910.44,INR,2024-09-11,2024-09-11,settled,,reducible,2650
event_7525,user_80,expense,Weekend food delivery,dining,debit,5904.48,INR,2024-09-25,2024-09-25,settled,,reducible,2650
event_7526,user_80,expense,Quick-service meal,dining,debit,5002.93,INR,2024-10-09,2024-10-09,settled,,reducible,2650
event_7527,user_80,expense,Takeaway order,dining,debit,3951.41,INR,2024-10-23,2024-10-23,settled,,reducible,2650
event_7528,user_80,expense,Neighbourhood restaurant,dining,debit,5172.93,INR,2024-11-06,2024-11-06,settled,,reducible,2650
event_7529,user_80,expense,Bakery and snacks,dining,debit,6746.01,INR,2024-11-20,2024-11-20,settled,,reducible,2650
event_7530,user_80,expense,Quick-service meal,dining,debit,6616.25,INR,2024-12-04,2024-12-04,settled,,reducible,2650
event_7531,user_80,expense,Takeaway order,dining,debit,6439.4,INR,2024-12-18,2024-12-18,settled,,reducible,2650
event_7532,user_80,expense,Weekend food delivery,dining,debit,6694.09,INR,2025-01-01,2025-01-01,settled,,reducible,2650
event_7533,user_80,expense,Lunch with colleagues,dining,debit,4217.99,INR,2025-01-15,2025-01-15,settled,,reducible,2650
event_7534,user_80,expense,Takeaway order,dining,debit,3938.12,INR,2025-01-29,2025-01-29,settled,,reducible,2650
event_7535,user_80,expense,Pending online order charge,shopping,debit,6710,INR,2025-02-05,2025-02-07,pending,,fixed,
event_7536,user_81,income,Payroll credit,salary,credit,2808,USD,2026-02-15,2026-02-15,settled,,fixed,
event_7537,user_81,expense,Apartment rent transfer,rent,debit,926.4,USD,2026-02-02,2026-02-02,settled,,fixed,
event_7538,user_81,expense,Electricity bill,utilities,debit,157.66,USD,2026-02-06,2026-02-06,settled,,fixed,
event_7539,user_81,debt_payment,Credit card repayment,debt_repayment,debit,454,USD,2026-02-11,2026-02-11,settled,,fixed,
event_7540,user_81,subscription,Streaming subscription,streaming,debit,76,USD,2026-02-09,2026-02-09,settled,,fixed,
event_7541,user_81,subscription,Online backup subscription,cloud_storage,debit,16,USD,2026-02-12,2026-02-12,settled,,stoppable,
event_7542,user_81,expense,Clothing and household items,shopping,debit,82.98,USD,2026-02-12,2026-02-12,settled,,fixed,
event_7543,user_81,income,Payroll credit,salary,credit,2808,USD,2026-03-15,2026-03-15,settled,,fixed,
event_7544,user_81,expense,Apartment rent transfer,rent,debit,926.4,USD,2026-03-02,2026-03-02,settled,,fixed,
event_7545,user_81,expense,Electricity bill,utilities,debit,180.83,USD,2026-03-06,2026-03-06,settled,,fixed,
event_7546,user_81,debt_payment,Credit card repayment,debt_repayment,debit,454,USD,2026-03-11,2026-03-11,settled,,fixed,
event_7547,user_81,subscription,Streaming subscription,streaming,debit,76,USD,2026-03-09,2026-03-09,settled,,fixed,
event_7548,user_81,subscription,Online backup subscription,cloud_storage,debit,16,USD,2026-03-12,2026-03-12,settled,,stoppable,
event_7549,user_81,expense,Clothing and household items,shopping,debit,79.06,USD,2026-03-12,2026-03-12,settled,,fixed,
event_7550,user_81,income,Payroll credit,salary,credit,2808,USD,2026-04-15,2026-04-15,settled,,fixed,
event_7551,user_81,expense,Apartment rent transfer,rent,debit,926.4,USD,2026-04-02,2026-04-02,settled,,fixed,
event_7552,user_81,expense,Electricity bill,utilities,debit,190.4,USD,2026-04-06,2026-04-06,settled,,fixed,
event_7553,user_81,debt_payment,Credit card repayment,debt_repayment,debit,454,USD,2026-04-11,2026-04-11,settled,,fixed,
event_7554,user_81,subscription,Streaming subscription,streaming,debit,76,USD,2026-04-09,2026-04-09,settled,,fixed,
event_7555,user_81,subscription,Online backup subscription,cloud_storage,debit,16,USD,2026-04-12,2026-04-12,settled,,stoppable,
event_7556,user_81,expense,Clothing and household items,shopping,debit,72.68,USD,2026-04-12,2026-04-12,settled,,fixed,
event_7557,user_81,income,Payroll credit,salary,credit,2808,USD,2026-05-15,2026-05-15,settled,,fixed,
event_7558,user_81,expense,Apartment rent transfer,rent,debit,926.4,USD,2026-05-02,2026-05-02,settled,,fixed,
event_7559,user_81,expense,Electricity bill,utilities,debit,192.07,USD,2026-05-06,2026-05-06,settled,,fixed,
event_7560,user_81,debt_payment,Credit card repayment,debt_repayment,debit,454,USD,2026-05-11,2026-05-11,settled,,fixed,
event_7561,user_81,subscription,Streaming subscription,streaming,debit,76,USD,2026-05-09,2026-05-09,settled,,fixed,
event_7562,user_81,subscription,Online backup subscription,cloud_storage,debit,16,USD,2026-05-12,2026-05-12,settled,,stoppable,
event_7563,user_81,expense,Clothing and household items,shopping,debit,68.95,USD,2026-05-12,2026-05-12,settled,,fixed,
event_7564,user_81,income,Payroll credit,salary,credit,2808,USD,2026-06-15,2026-06-15,settled,,fixed,
event_7565,user_81,expense,Apartment rent transfer,rent,debit,926.4,USD,2026-06-02,2026-06-02,settled,,fixed,
event_7566,user_81,expense,Electricity bill,utilities,debit,182.98,USD,2026-06-06,2026-06-06,settled,,fixed,
event_7567,user_81,debt_payment,Credit card repayment,debt_repayment,debit,454,USD,2026-06-11,2026-06-11,settled,,fixed,
event_7568,user_81,subscription,Streaming subscription,streaming,debit,76,USD,2026-06-09,2026-06-09,settled,,fixed,
event_7569,user_81,subscription,Online backup subscription,cloud_storage,debit,16,USD,2026-06-12,2026-06-12,settled,,stoppable,
event_7570,user_81,expense,Clothing and household items,shopping,debit,72.91,USD,2026-06-12,2026-06-12,settled,,fixed,
event_7571,user_81,expense,Apartment rent transfer,rent,debit,926.4,USD,2026-07-02,2026-07-02,settled,,fixed,
event_7572,user_81,expense,Weekly produce market,groceries,debit,97.56,USD,2026-01-07,2026-01-07,settled,,fixed,
event_7573,user_81,expense,Fresh food shop,groceries,debit,79.67,USD,2026-01-14,2026-01-14,settled,,fixed,
event_7574,user_81,expense,Bulk pantry shop,groceries,debit,113.21,USD,2026-01-21,2026-01-21,settled,,fixed,
event_7575,user_81,expense,Grocery delivery,groceries,debit,75.54,USD,2026-01-28,2026-01-28,settled,,fixed,
event_7576,user_81,expense,Neighbourhood grocer,groceries,debit,115.67,USD,2026-02-04,2026-02-04,settled,,fixed,
event_7577,user_81,expense,Grocery delivery,groceries,debit,118.9,USD,2026-02-11,2026-02-11,settled,,fixed,
event_7578,user_81,expense,Supermarket basket,groceries,debit,119.38,USD,2026-02-18,2026-02-18,settled,,fixed,
event_7579,user_81,expense,Fresh food shop,groceries,debit,101.22,USD,2026-02-25,2026-02-25,settled,,fixed,
event_7580,user_81,expense,Weekly produce market,groceries,debit,127.53,USD,2026-03-04,2026-03-04,settled,,fixed,
event_7581,user_81,expense,Supermarket basket,groceries,debit,100.63,USD,2026-03-11,2026-03-11,settled,,fixed,
event_7582,user_81,expense,Bulk pantry shop,groceries,debit,116.38,USD,2026-03-18,2026-03-18,settled,,fixed,
event_7583,user_81,expense,Household groceries,groceries,debit,80.56,USD,2026-03-25,2026-03-25,settled,,fixed,
event_7584,user_81,expense,Grocery delivery,groceries,debit,109.13,USD,2026-04-01,2026-04-01,settled,,fixed,
event_7585,user_81,expense,Local market purchase,groceries,debit,121.79,USD,2026-04-08,2026-04-08,settled,,fixed,
event_7586,user_81,expense,Local market purchase,groceries,debit,120.19,USD,2026-04-15,2026-04-15,settled,,fixed,
event_7587,user_81,expense,Household groceries,groceries,debit,110.85,USD,2026-04-22,2026-04-22,settled,,fixed,
event_7588,user_81,expense,Grocery delivery,groceries,debit,111.61,USD,2026-04-29,2026-04-29,settled,,fixed,
event_7589,user_81,expense,Supermarket basket,groceries,debit,129.41,USD,2026-05-06,2026-05-06,settled,,fixed,
event_7590,user_81,expense,Supermarket basket,groceries,debit,117.23,USD,2026-05-13,2026-05-13,settled,,fixed,
event_7591,user_81,expense,Supermarket basket,groceries,debit,92.86,USD,2026-05-20,2026-05-20,settled,,fixed,
event_7592,user_81,expense,Weekly produce market,groceries,debit,128.46,USD,2026-05-27,2026-05-27,settled,,fixed,
event_7593,user_81,expense,Fresh food shop,groceries,debit,84.32,USD,2026-06-03,2026-06-03,settled,,fixed,
event_7594,user_81,expense,Fresh food shop,groceries,debit,99.17,USD,2026-06-10,2026-06-10,settled,,fixed,
event_7595,user_81,expense,Supermarket basket,groceries,debit,76.67,USD,2026-06-17,2026-06-17,settled,,fixed,
event_7596,user_81,expense,Fresh food shop,groceries,debit,96.06,USD,2026-06-24,2026-06-24,settled,,fixed,
event_7597,user_81,expense,Local market purchase,groceries,debit,113.99,USD,2026-07-01,2026-07-01,settled,,fixed,
event_7598,user_81,expense,Vehicle charging,transport,debit,76.44,USD,2026-01-08,2026-01-08,settled,,fixed,
event_7599,user_81,expense,Local taxi,transport,debit,51.09,USD,2026-01-15,2026-01-15,settled,,fixed,
event_7600,user_81,expense,Local taxi,transport,debit,56.33,USD,2026-01-22,2026-01-22,settled,,fixed,
event_7601,user_81,expense,Local taxi,transport,debit,51.39,USD,2026-01-29,2026-01-29,settled,,fixed,
event_7602,user_81,expense,Metro and bus fares,transport,debit,75.96,USD,2026-02-05,2026-02-05,settled,,fixed,
event_7603,user_81,expense,Ride-hailing trip,transport,debit,73.22,USD,2026-02-12,2026-02-12,settled,,fixed,
event_7604,user_81,expense,Ride-hailing trip,transport,debit,71.04,USD,2026-02-19,2026-02-19,settled,,fixed,
event_7605,user_81,expense,Commuter pass,transport,debit,67.48,USD,2026-02-26,2026-02-26,settled,,fixed,
event_7606,user_81,expense,Local taxi,transport,debit,59.3,USD,2026-03-05,2026-03-05,settled,,fixed,
event_7607,user_81,expense,Metro and bus fares,transport,debit,68.29,USD,2026-03-12,2026-03-12,settled,,fixed,
event_7608,user_81,expense,Vehicle charging,transport,debit,73.68,USD,2026-03-19,2026-03-19,settled,,fixed,
event_7609,user_81,expense,Ride-hailing trip,transport,debit,81.86,USD,2026-03-26,2026-03-26,settled,,fixed,
event_7610,user_81,expense,Metro and bus fares,transport,debit,83.76,USD,2026-04-02,2026-04-02,settled,,fixed,
event_7611,user_81,expense,Fuel refill,transport,debit,51.93,USD,2026-04-09,2026-04-09,settled,,fixed,
event_7612,user_81,expense,Vehicle charging,transport,debit,75.1,USD,2026-04-16,2026-04-16,settled,,fixed,
event_7613,user_81,expense,Rail pass,transport,debit,76.33,USD,2026-04-23,2026-04-23,settled,,fixed,
event_7614,user_81,expense,Vehicle charging,transport,debit,84.68,USD,2026-04-30,2026-04-30,settled,,fixed,
event_7615,user_81,expense,Fuel refill,transport,debit,68.15,USD,2026-05-07,2026-05-07,settled,,fixed,
event_7616,user_81,expense,Vehicle charging,transport,debit,76.51,USD,2026-05-14,2026-05-14,settled,,fixed,
event_7617,user_81,expense,Fuel refill,transport,debit,83.29,USD,2026-05-21,2026-05-21,settled,,fixed,
event_7618,user_81,expense,Fuel refill,transport,debit,83.99,USD,2026-05-28,2026-05-28,settled,,fixed,
event_7619,user_81,expense,Commuter pass,transport,debit,70.14,USD,2026-06-04,2026-06-04,settled,,fixed,
event_7620,user_81,expense,Commuter pass,transport,debit,65.06,USD,2026-06-11,2026-06-11,settled,,fixed,
event_7621,user_81,expense,Vehicle charging,transport,debit,53.44,USD,2026-06-18,2026-06-18,settled,,fixed,
event_7622,user_81,expense,Ride-hailing trip,transport,debit,68.08,USD,2026-06-25,2026-06-25,settled,,fixed,
event_7623,user_81,expense,Ride-hailing trip,transport,debit,60.48,USD,2026-07-02,2026-07-02,settled,,fixed,
event_7624,user_81,expense,Neighbourhood restaurant,dining,debit,65.56,USD,2026-01-09,2026-01-09,settled,,reducible,37.5
event_7625,user_81,expense,Quick-service meal,dining,debit,65.11,USD,2026-01-23,2026-01-23,settled,,reducible,37.5
event_7626,user_81,expense,Weekend food delivery,dining,debit,74.8,USD,2026-02-06,2026-02-06,settled,,reducible,37.5
event_7627,user_81,expense,Weekend food delivery,dining,debit,79.28,USD,2026-02-20,2026-02-20,settled,,reducible,37.5
event_7628,user_81,expense,Family dinner,dining,debit,58.62,USD,2026-03-06,2026-03-06,settled,,reducible,37.5
event_7629,user_81,expense,Bakery and snacks,dining,debit,78.45,USD,2026-03-20,2026-03-20,settled,,reducible,37.5
event_7630,user_81,expense,Takeaway order,dining,debit,66.43,USD,2026-04-03,2026-04-03,settled,,reducible,37.5
event_7631,user_81,expense,Family dinner,dining,debit,71.21,USD,2026-04-17,2026-04-17,settled,,reducible,37.5
event_7632,user_81,expense,Quick-service meal,dining,debit,92.52,USD,2026-05-01,2026-05-01,settled,,reducible,37.5
event_7633,user_81,expense,Coffee shop,dining,debit,79.87,USD,2026-05-15,2026-05-15,settled,,reducible,37.5
event_7634,user_81,expense,Neighbourhood restaurant,dining,debit,79.83,USD,2026-05-29,2026-05-29,settled,,reducible,37.5
event_7635,user_81,expense,Quick-service meal,dining,debit,91.75,USD,2026-06-12,2026-06-12,settled,,reducible,37.5
event_7636,user_81,expense,Weekend food delivery,dining,debit,95.21,USD,2026-06-26,2026-06-26,settled,,reducible,37.5
event_7637,user_81,expense,Pending fuel authorization,transport,debit,173,USD,2026-07-02,2026-07-05,pending,,fixed,
event_7638,user_82,income,Payroll credit,salary,credit,1752,USD,2024-07-15,2024-07-15,settled,,fixed,
event_7639,user_82,expense,Shared housing rent,rent,debit,405.6,USD,2024-07-03,2024-07-03,settled,,fixed,
event_7640,user_82,expense,Household utility payment,utilities,debit,104.35,USD,2024-07-07,2024-07-07,settled,,fixed,
event_7641,user_82,debt_payment,Education loan instalment,debt_repayment,debit,244,USD,2024-07-12,2024-07-12,settled,,fixed,
event_7642,user_82,subscription,Family streaming plan,streaming,debit,32,USD,2024-07-10,2024-07-10,settled,,fixed,
event_7643,user_82,subscription,Shared storage plan,cloud_storage,debit,13,USD,2024-07-13,2024-07-13,settled,,fixed,
event_7644,user_82,expense,Personal shopping,shopping,debit,79.37,USD,2024-07-13,2024-07-13,settled,,fixed,
event_7645,user_82,income,Payroll credit,salary,credit,1752,USD,2024-08-15,2024-08-15,settled,,fixed,
event_7646,user_82,expense,Shared housing rent,rent,debit,405.6,USD,2024-08-03,2024-08-03,settled,,fixed,
event_7647,user_82,expense,Household utility payment,utilities,debit,99.97,USD,2024-08-07,2024-08-07,settled,,fixed,
event_7648,user_82,debt_payment,Education loan instalment,debt_repayment,debit,244,USD,2024-08-12,2024-08-12,settled,,fixed,
event_7649,user_82,subscription,Family streaming plan,streaming,debit,32,USD,2024-08-10,2024-08-10,settled,,fixed,
event_7650,user_82,subscription,Shared storage plan,cloud_storage,debit,13,USD,2024-08-13,2024-08-13,settled,,fixed,
event_7651,user_82,expense,Personal shopping,shopping,debit,83.13,USD,2024-08-13,2024-08-13,settled,,fixed,
event_7652,user_82,income,Payroll credit,salary,credit,1752,USD,2024-09-15,2024-09-15,settled,,fixed,
event_7653,user_82,expense,Shared housing rent,rent,debit,405.6,USD,2024-09-03,2024-09-03,settled,,fixed,
event_7654,user_82,expense,Household utility payment,utilities,debit,94.12,USD,2024-09-07,2024-09-07,settled,,fixed,
event_7655,user_82,debt_payment,Education loan instalment,debt_repayment,debit,244,USD,2024-09-12,2024-09-12,settled,,fixed,
event_7656,user_82,subscription,Family streaming plan,streaming,debit,32,USD,2024-09-10,2024-09-10,settled,,fixed,
event_7657,user_82,subscription,Shared storage plan,cloud_storage,debit,13,USD,2024-09-13,2024-09-13,settled,,fixed,
event_7658,user_82,expense,Personal shopping,shopping,debit,81.08,USD,2024-09-13,2024-09-13,settled,,fixed,
event_7659,user_82,income,Payroll credit,salary,credit,1752,USD,2024-10-15,2024-10-15,settled,,fixed,
event_7660,user_82,expense,Shared housing rent,rent,debit,405.6,USD,2024-10-03,2024-10-03,settled,,fixed,
event_7661,user_82,expense,Household utility payment,utilities,debit,99.65,USD,2024-10-07,2024-10-07,settled,,fixed,
event_7662,user_82,debt_payment,Education loan instalment,debt_repayment,debit,244,USD,2024-10-12,2024-10-12,settled,,fixed,
event_7663,user_82,subscription,Family streaming plan,streaming,debit,32,USD,2024-10-10,2024-10-10,settled,,fixed,
event_7664,user_82,subscription,Shared storage plan,cloud_storage,debit,13,USD,2024-10-13,2024-10-13,settled,,fixed,
event_7665,user_82,expense,Personal shopping,shopping,debit,74.8,USD,2024-10-13,2024-10-13,settled,,fixed,
event_7666,user_82,income,Payroll credit,salary,credit,1752,USD,2024-11-15,2024-11-15,settled,,fixed,
event_7667,user_82,income,Promotion arrears payment,salary,credit,788.4,USD,2024-11-20,2024-11-20,settled,,fixed,
event_7668,user_82,expense,Shared housing rent,rent,debit,405.6,USD,2024-11-03,2024-11-03,settled,,fixed,
event_7669,user_82,expense,Household utility payment,utilities,debit,93.66,USD,2024-11-07,2024-11-07,settled,,fixed,
event_7670,user_82,debt_payment,Education loan instalment,debt_repayment,debit,244,USD,2024-11-12,2024-11-12,settled,,fixed,
event_7671,user_82,subscription,Family streaming plan,streaming,debit,32,USD,2024-11-10,2024-11-10,settled,,fixed,
event_7672,user_82,subscription,Shared storage plan,cloud_storage,debit,13,USD,2024-11-13,2024-11-13,settled,,fixed,
event_7673,user_82,expense,Personal shopping,shopping,debit,85.29,USD,2024-11-13,2024-11-13,settled,,fixed,
event_7674,user_82,expense,Shared housing rent,rent,debit,405.6,USD,2024-12-03,2024-12-03,settled,,fixed,
event_7675,user_82,expense,Household groceries,groceries,debit,89.81,USD,2024-06-12,2024-06-12,settled,,fixed,
event_7676,user_82,expense,Grocery delivery,groceries,debit,67.91,USD,2024-06-19,2024-06-19,settled,,fixed,
event_7677,user_82,expense,Grocery delivery,groceries,debit,91.73,USD,2024-06-26,2024-06-26,settled,,fixed,
event_7678,user_82,expense,Weekly produce market,groceries,debit,78.23,USD,2024-07-03,2024-07-03,settled,,fixed,
event_7679,user_82,expense,Supermarket basket,groceries,debit,66.32,USD,2024-07-10,2024-07-10,settled,,fixed,
event_7680,user_82,expense,Household groceries,groceries,debit,96.47,USD,2024-07-17,2024-07-17,settled,,fixed,
event_7681,user_82,expense,Supermarket basket,groceries,debit,57.23,USD,2024-07-24,2024-07-24,settled,,fixed,
event_7682,user_82,expense,Bulk pantry shop,groceries,debit,82.3,USD,2024-07-31,2024-07-31,settled,,fixed,
event_7683,user_82,expense,Weekly produce market,groceries,debit,87.66,USD,2024-08-07,2024-08-07,settled,,fixed,
event_7684,user_82,expense,Neighbourhood grocer,groceries,debit,63.45,USD,2024-08-14,2024-08-14,settled,,fixed,
event_7685,user_82,expense,Fresh food shop,groceries,debit,59.23,USD,2024-08-21,2024-08-21,settled,,fixed,
event_7686,user_82,expense,Weekly produce market,groceries,debit,79.97,USD,2024-08-28,2024-08-28,settled,,fixed,
event_7687,user_82,expense,Fresh food shop,groceries,debit,82.95,USD,2024-09-04,2024-09-04,settled,,fixed,
event_7688,user_82,expense,Neighbourhood grocer,groceries,debit,70.76,USD,2024-09-11,2024-09-11,settled,,fixed,
event_7689,user_82,expense,Grocery delivery,groceries,debit,69,USD,2024-09-18,2024-09-18,settled,,fixed,
event_7690,user_82,expense,Local market purchase,groceries,debit,85.42,USD,2024-09-25,2024-09-25,settled,,fixed,
event_7691,user_82,expense,Grocery delivery,groceries,debit,77.57,USD,2024-10-02,2024-10-02,settled,,fixed,
event_7692,user_82,expense,Grocery delivery,groceries,debit,79.47,USD,2024-10-09,2024-10-09,settled,,fixed,
event_7693,user_82,expense,Supermarket basket,groceries,debit,60.92,USD,2024-10-16,2024-10-16,settled,,fixed,
event_7694,user_82,expense,Supermarket basket,groceries,debit,90.76,USD,2024-10-23,2024-10-23,settled,,fixed,
event_7695,user_82,expense,Local market purchase,groceries,debit,83.98,USD,2024-10-30,2024-10-30,settled,,fixed,
event_7696,user_82,expense,Neighbourhood grocer,groceries,debit,77.11,USD,2024-11-06,2024-11-06,settled,,fixed,
event_7697,user_82,expense,Fresh food shop,groceries,debit,68.53,USD,2024-11-13,2024-11-13,settled,,fixed,
event_7698,user_82,expense,Household groceries,groceries,debit,60.03,USD,2024-11-20,2024-11-20,settled,,fixed,
event_7699,user_82,expense,Supermarket basket,groceries,debit,82.78,USD,2024-11-27,2024-11-27,settled,,fixed,
event_7700,user_82,expense,Household groceries,groceries,debit,94.86,USD,2024-12-04,2024-12-04,settled,,fixed,
event_7701,user_82,expense,Local taxi,transport,debit,36.94,USD,2024-06-13,2024-06-13,settled,,fixed,
event_7702,user_82,expense,Metro and bus fares,transport,debit,42.4,USD,2024-06-20,2024-06-20,settled,,fixed,
event_7703,user_82,expense,Rail pass,transport,debit,50.45,USD,2024-06-27,2024-06-27,settled,,fixed,
event_7704,user_82,expense,Commuter pass,transport,debit,40.1,USD,2024-07-04,2024-07-04,settled,,fixed,
event_7705,user_82,expense,Rail pass,transport,debit,46.48,USD,2024-07-11,2024-07-11,settled,,fixed,
event_7706,user_82,expense,Metro and bus fares,transport,debit,49.11,USD,2024-07-18,2024-07-18,settled,,fixed,
event_7707,user_82,expense,Rail pass,transport,debit,40.22,USD,2024-07-25,2024-07-25,settled,,fixed,
event_7708,user_82,expense,Vehicle charging,transport,debit,35.38,USD,2024-08-01,2024-08-01,settled,,fixed,
event_7709,user_82,expense,Rail pass,transport,debit,45.68,USD,2024-08-08,2024-08-08,settled,,fixed,
event_7710,user_82,expense,Rail pass,transport,debit,53.4,USD,2024-08-15,2024-08-15,settled,,fixed,
event_7711,user_82,expense,Local taxi,transport,debit,46.25,USD,2024-08-22,2024-08-22,settled,,fixed,
event_7712,user_82,expense,Ride-hailing trip,transport,debit,53.12,USD,2024-08-29,2024-08-29,settled,,fixed,
event_7713,user_82,expense,Vehicle charging,transport,debit,40.84,USD,2024-09-05,2024-09-05,settled,,fixed,
event_7714,user_82,expense,Local taxi,transport,debit,42.76,USD,2024-09-12,2024-09-12,settled,,fixed,
event_7715,user_82,expense,Commuter pass,transport,debit,33.92,USD,2024-09-19,2024-09-19,settled,,fixed,
event_7716,user_82,expense,Metro and bus fares,transport,debit,43.55,USD,2024-09-26,2024-09-26,settled,,fixed,
event_7717,user_82,expense,Ride-hailing trip,transport,debit,31.4,USD,2024-10-03,2024-10-03,settled,,fixed,
event_7718,user_82,expense,Ride-hailing trip,transport,debit,30.59,USD,2024-10-10,2024-10-10,settled,,fixed,
event_7719,user_82,expense,Local taxi,transport,debit,39.87,USD,2024-10-17,2024-10-17,settled,,fixed,
event_7720,user_82,expense,Metro and bus fares,transport,debit,36.83,USD,2024-10-24,2024-10-24,settled,,fixed,
event_7721,user_82,expense,Fuel refill,transport,debit,48.94,USD,2024-10-31,2024-10-31,settled,,fixed,
event_7722,user_82,expense,Vehicle charging,transport,debit,38.19,USD,2024-11-07,2024-11-07,settled,,fixed,
event_7723,user_82,expense,Parking and tolls,transport,debit,52.95,USD,2024-11-14,2024-11-14,settled,,fixed,
event_7724,user_82,expense,Ride-hailing trip,transport,debit,43.53,USD,2024-11-21,2024-11-21,settled,,fixed,
event_7725,user_82,expense,Commuter pass,transport,debit,33,USD,2024-11-28,2024-11-28,settled,,fixed,
event_7726,user_82,expense,Coffee shop,dining,debit,76.9,USD,2024-06-14,2024-06-14,settled,,fixed,
event_7727,user_82,expense,Lunch with colleagues,dining,debit,67.55,USD,2024-06-28,2024-06-28,settled,,fixed,
event_7728,user_82,expense,Neighbourhood restaurant,dining,debit,69.38,USD,2024-07-12,2024-07-12,settled,,fixed,
event_7729,user_82,expense,Lunch with colleagues,dining,debit,67.27,USD,2024-07-26,2024-07-26,settled,,fixed,
event_7730,user_82,expense,Bakery and snacks,dining,debit,61.43,USD,2024-08-09,2024-08-09,settled,,fixed,
event_7731,user_82,expense,Weekend food delivery,dining,debit,54.54,USD,2024-08-23,2024-08-23,settled,,fixed,
event_7732,user_82,expense,Lunch with colleagues,dining,debit,54.77,USD,2024-09-06,2024-09-06,settled,,fixed,
event_7733,user_82,expense,Family dinner,dining,debit,71.08,USD,2024-09-20,2024-09-20,settled,,fixed,
event_7734,user_82,expense,Quick-service meal,dining,debit,62.19,USD,2024-10-04,2024-10-04,settled,,fixed,
